form	lemmaId	lemma	linkType	pos	via	note
choagyrins	choagyr.v	choagyr	inflected	v.	choagyr	
choagyrit	choagyr.v	choagyr	inflected	v.	choagyr	
choagyrym	choagyr.v	choagyr	inflected	v.	choagyr	
choagyryms	choagyr.v	choagyr	inflected	v.	choagyr	
choagyrys	choagyr.v	choagyr	inflected	v.	choagyr	
coagyrit	coagyrit.x	coagyrit	self		coagyrit	
s'coagyrit	s'coagyrit.a	s'coagyrit	self	a.	s'coagyrit	demutation-unvalidated
coagyrit	s'coagyrit.a	s'coagyrit	mutation	a.	s'coagyrit	demutation-unvalidated
coagyrey	coagyrey.n	coagyrey	self	s. m.	coagyrey	
coagyraghyn	coagyrey.n	coagyrey	inflected	s. m.	coagyrey	
nyn goagyrey	coagyrey.n	coagyrey	self	s.	nyn goagyrey	
nyngoagyrey	coagyrey.n	coagyrey	self	s.	nyn goagyrey	collapsed
nyngoagyrey	coagyrey.n	coagyrey	univerbated	s.	nyn goagyrey	
goagyrey	coagyrey.n	coagyrey	particle	s.	nyn goagyrey	
nyn goagyraghyn	coagyrey.n	coagyrey	inflected	s.	nyn goagyrey	
nyngoagyraghyn	coagyrey.n	coagyrey	inflected	s.	nyn goagyrey	collapsed
nyngoagyraghyn	coagyrey.n	coagyrey	univerbated	s.	nyn goagyrey	
goagyraghyn	coagyrey.n	coagyrey	inflected	s.	nyn goagyrey	
coair	coayr.a	coayr	variant	a.	coair	
ny choair	choair.x	choair	self	adv.	ny choair	
nychoair	choair.x	choair	self	adv.	ny choair	collapsed
nychoair	choair.x	choair	univerbated	adv.	ny choair	
choair	choair.x	choair	particle	adv.	ny choair	
choair	coair.x	coair	demutated	adv.	ny choair	
nyn goair	coair.x	coair	self	adv.	nyn goair	
nyngoair	coair.x	coair	self	adv.	nyn goair	collapsed
nyngoair	coair.x	coair	univerbated	adv.	nyn goair	
goair	coair.x	coair	particle	adv.	nyn goair	
coamr	coamree.x	coamree	variant		coamr	
coamragh	coamree.x	coamree	inflected		coamr	
coamree	coamree.x	coamree	inflected		coamr	
coamrin	coamree.x	coamree	inflected		coamr	
coamrins	coamree.x	coamree	inflected		coamr	
coamrym	coamree.x	coamree	inflected		coamr	
coamryms	coamree.x	coamree	inflected		coamr	
coamrys	coamree.x	coamree	inflected		coamr	
coamree	coamree.x	coamree	self		coamree	
cha goamr	coamree.x	coamree	variant		cha goamr	
chagoamr	coamree.x	coamree	variant		cha goamr	collapsed
chagoamr	coamree.x	coamree	univerbated		cha goamr	
goamr	coamree.x	coamree	particle		cha goamr	
cha goamragh	coamree.x	coamree	inflected		cha goamr	
chagoamragh	coamree.x	coamree	inflected		cha goamr	collapsed
chagoamragh	coamree.x	coamree	univerbated		cha goamr	
goamragh	coamree.x	coamree	inflected		cha goamr	
cha goamrin	coamree.x	coamree	inflected		cha goamr	
chagoamrin	coamree.x	coamree	inflected		cha goamr	collapsed
chagoamrin	coamree.x	coamree	univerbated		cha goamr	
goamrin	coamree.x	coamree	inflected		cha goamr	
cha goamrins	coamree.x	coamree	inflected		cha goamr	
chagoamrins	coamree.x	coamree	inflected		cha goamr	collapsed
chagoamrins	coamree.x	coamree	univerbated		cha goamr	
goamrins	coamree.x	coamree	inflected		cha goamr	
cha goamrym	coamree.x	coamree	inflected		cha goamr	
chagoamrym	coamree.x	coamree	inflected		cha goamr	collapsed
chagoamrym	coamree.x	coamree	univerbated		cha goamr	
goamrym	coamree.x	coamree	inflected		cha goamr	
cha goamryms	coamree.x	coamree	inflected		cha goamr	
chagoamryms	coamree.x	coamree	inflected		cha goamr	collapsed
chagoamryms	coamree.x	coamree	univerbated		cha goamr	
goamryms	coamree.x	coamree	inflected		cha goamr	
cha goamrys	coamree.x	coamree	inflected		cha goamr	
chagoamrys	coamree.x	coamree	inflected		cha goamr	collapsed
chagoamrys	coamree.x	coamree	univerbated		cha goamr	
goamrys	coamree.x	coamree	inflected		cha goamr	
cha goamree	coamree.x	coamree	self		cha goamree	
chagoamree	coamree.x	coamree	self		cha goamree	collapsed
chagoamree	coamree.x	coamree	univerbated		cha goamree	
goamree	coamree.x	coamree	particle		cha goamree	
choamr	choamr.v	choamr	self	v.	choamr	
choamr	coamr.v	coamr	demutated	v.	choamr	
choamragh	choamr.v	choamr	inflected	v.	choamr	
choamrin	choamr.v	choamr	inflected	v.	choamr	
choamrins	choamr.v	choamr	inflected	v.	choamr	
choamrit	choamr.v	choamr	inflected	v.	choamr	
choamrym	choamr.v	choamr	inflected	v.	choamr	
choamryms	choamr.v	choamr	inflected	v.	choamr	
choamrys	choamr.v	choamr	inflected	v.	choamr	
choamree	choamr.v	choamr	variant	v.	choamree	
choamree	coamree.x	coamree	demutated		choamree	
coamrit	coamrit.x	coamrit	self		coamrit	
s'coamrit	s'coamrit.a	s'coamrit	self	a.	s'coamrit	demutation-unvalidated
coamrit	s'coamrit.a	s'coamrit	mutation	a.	s'coamrit	demutation-unvalidated
coamrey	coamrey.n	coamrey	self	s. m.	coamrey	
coamraghyn	coamrey.n	coamrey	inflected	s. m.	coamrey	
e choamrey	choamrey.n	choamrey	self	s.	e choamrey	
echoamrey	choamrey.n	choamrey	self	s.	e choamrey	collapsed
echoamrey	choamrey.n	choamrey	univerbated	s.	e choamrey	
choamrey	choamrey.n	choamrey	particle	s.	e choamrey	
choamrey	coamrey.n	coamrey	demutated	s. m.	e choamrey	
nyn goamrey	coamrey.n	coamrey	self	s.	nyn goamrey	
nyngoamrey	coamrey.n	coamrey	self	s.	nyn goamrey	collapsed
nyngoamrey	coamrey.n	coamrey	univerbated	s.	nyn goamrey	
goamrey	coamrey.n	coamrey	particle	s.	nyn goamrey	
coamree	coamree.a	coamree	self	a. d.	coamree	
coamrey yn thie	coamrey-yn-thie.v	coamrey-yn-thie	self	v.	coamrey-yn-thie	
coamreyynthie	coamrey-yn-thie.v	coamrey-yn-thie	self	v.	coamrey-yn-thie	collapsed
coamreyynthie	coamrey-yn-thie.v	coamreyynthie	univerbated	v.	coamrey-yn-thie	
coamreyder	coamreyder.n	coamreyder	self	s. m.	coamreyder	
yn choamreyder	choamreyder.n	choamreyder	self	s.	yn choamreyder	
ynchoamreyder	choamreyder.n	choamreyder	self	s.	yn choamreyder	collapsed
ynchoamreyder	choamreyder.n	choamreyder	univerbated	s.	yn choamreyder	
choamreyder	choamreyder.n	choamreyder	particle	s.	yn choamreyder	
choamreyder	coamreyder.n	coamreyder	demutated	s. m.	yn choamreyder	
coan	coan.n	coan	self	s. m.	coan	
couan	coan.n	coan	variant	s. m.	couan	
yn choan	choan.n	choan	self	s.	yn choan	
ynchoan	choan.n	choan	self	s.	yn choan	collapsed
ynchoan	choan.n	choan	univerbated	s.	yn choan	
choan	choan.n	choan	particle	s.	yn choan	
choan	coan.n	coan	demutated	s. m.	yn choan	
coar	coar.a	coar	self	a.	coar	
s'coar	s'coar.a	s'coar	self	a.	s'coar	demutation-unvalidated
coar	s'coar.a	s'coar	mutation	a.	s'coar	demutation-unvalidated
feer choar	feer-choar.a	feer choar	self	a.	feer choar	demutation-unvalidated
feerchoar	feer-choar.a	feer choar	self	a.	feer choar	collapsed
feerchoar	feer-choar.a	feerchoar	univerbated	a.	feer choar	
coar	coar.n	coar	self	s. f.	coar	
coaryn	coar.n	coar	inflected	s. f.	coar	
yn choar	choar.n	choar	self	s.	yn choar	
ynchoar	choar.n	choar	self	s.	yn choar	collapsed
ynchoar	choar.n	choar	univerbated	s.	yn choar	
choar	choar.n	choar	particle	s.	yn choar	
choar	coar.a	coar	demutated	a.	yn choar	
coard	coard.v	coard	self	v.	coard	
coardagh	coard.v	coard	inflected	v.	coard	
coardail	coard.v	coard	inflected	v.	coard	
coardee	coard.v	coard	inflected	v.	coard	
coardin	coard.v	coard	inflected	v.	coard	
coardins	coard.v	coard	inflected	v.	coard	
coardym	coard.v	coard	inflected	v.	coard	
coardyms	coard.v	coard	inflected	v.	coard	
coardys	coard.v	coard	inflected	v.	coard	
cha goard	coard.v	coard	self	v.	cha goard	
chagoard	coard.v	coard	self	v.	cha goard	collapsed
chagoard	coard.v	coard	univerbated	v.	cha goard	
goard	coard.v	coard	particle	v.	cha goard	
cha goardagh	coard.v	coard	inflected	v.	cha goard	
chagoardagh	coard.v	coard	inflected	v.	cha goard	collapsed
chagoardagh	coard.v	coard	univerbated	v.	cha goard	
goardagh	coard.v	coard	inflected	v.	cha goard	
cha goardin	coard.v	coard	inflected	v.	cha goard	
chagoardin	coard.v	coard	inflected	v.	cha goard	collapsed
chagoardin	coard.v	coard	univerbated	v.	cha goard	
goardin	coard.v	coard	inflected	v.	cha goard	
cha goardins	coard.v	coard	inflected	v.	cha goard	
chagoardins	coard.v	coard	inflected	v.	cha goard	collapsed
chagoardins	coard.v	coard	univerbated	v.	cha goard	
goardins	coard.v	coard	inflected	v.	cha goard	
cha goardym	coard.v	coard	inflected	v.	cha goard	
chagoardym	coard.v	coard	inflected	v.	cha goard	collapsed
chagoardym	coard.v	coard	univerbated	v.	cha goard	
goardym	coard.v	coard	inflected	v.	cha goard	
cha goardyms	coard.v	coard	inflected	v.	cha goard	
chagoardyms	coard.v	coard	inflected	v.	cha goard	collapsed
chagoardyms	coard.v	coard	univerbated	v.	cha goard	
goardyms	coard.v	coard	inflected	v.	cha goard	
choard	choard.v	choard	self	v.	choard	
choard	coard.v	coard	demutated	v.	choard	
choardagh	choard.v	choard	inflected	v.	choard	
choardee	choard.v	choard	inflected	v.	choard	
choardin	choard.v	choard	inflected	v.	choard	
choardins	choard.v	choard	inflected	v.	choard	
choardit	choard.v	choard	inflected	v.	choard	
choardym	choard.v	choard	inflected	v.	choard	
choardyms	choard.v	choard	inflected	v.	choard	
choardys	choard.v	choard	inflected	v.	choard	
coardit	coardit.x	coardit	self		coardit	
coardail	coardail.v	coardail	self	v.	coardail	
coardail	coardail.n	coardail	self	s. m.	coardail	
coardailyn	coardail.n	coardail	inflected	s. m.	coardail	
yn choardail	choardail.n	choardail	self	s.	yn choardail	
ynchoardail	choardail.n	choardail	self	s.	yn choardail	collapsed
ynchoardail	choardail.n	choardail	univerbated	s.	yn choardail	
choardail	choardail.n	choardail	particle	s.	yn choardail	
choardail	coardail.v	coardail	demutated	v.	yn choardail	
nyn goardail	coardail.n	coardail	self	s.	nyn goardail	
nyngoardail	coardail.n	coardail	self	s.	nyn goardail	collapsed
nyngoardail	coardail.n	coardail	univerbated	s.	nyn goardail	
goardail	coardail.n	coardail	particle	s.	nyn goardail	
nyn goardailyn	coardail.n	coardail	inflected	s.	nyn goardail	
nyngoardailyn	coardail.n	coardail	inflected	s.	nyn goardail	collapsed
nyngoardailyn	coardail.n	coardail	univerbated	s.	nyn goardail	
goardailyn	coardail.n	coardail	inflected	s.	nyn goardail	
mee chordail	mee-chordail.n	mee-chordail	self	s. m.	mee-chordail	
meechordail	mee-chordail.n	mee-chordail	self	s. m.	mee-chordail	collapsed
meechordail	mee-chordail.n	meechordail	univerbated	s. m.	mee-chordail	
e vee chordail	mee-chordail.n	mee-chordail	self	s.	e vee-chordail	
eveechordail	mee-chordail.n	mee-chordail	self	s.	e vee-chordail	collapsed
eveechordail	mee-chordail.n	meechordail	univerbated	s.	e vee-chordail	
vee chordail	mee-chordail.n	mee-chordail	particle	s.	e vee-chordail	
veechordail	mee-chordail.n	mee-chordail	particle	s.	e vee-chordail	collapsed
veechordail	mee-chordail.n	meechordail	univerbated	s.	e vee-chordail	
cordail	cordail.a	cordail	self	a.	cordail	
cordailagh	cordailagh.a	cordailagh	self	a.	cordailagh	
mee chordailagh	mee-chordailagh.a	mee-chordailagh	self	a.	mee-chordailagh	
meechordailagh	mee-chordailagh.a	mee-chordailagh	self	a.	mee-chordailagh	collapsed
meechordailagh	mee-chordailagh.a	meechordailagh	univerbated	a.	mee-chordailagh	
coardailys	coardailys.n	coardailys	self	s. m.	coardailys	
mee chordailys	mee-chordailys.n	mee-chordailys	self	s. m.	mee-chordailys	
meechordailys	mee-chordailys.n	mee-chordailys	self	s. m.	mee-chordailys	collapsed
meechordailys	mee-chordailys.n	meechordailys	univerbated	s. m.	mee-chordailys	
e vee chordailys	mee-chordailys.n	mee-chordailys	self	s.	e vee-chordailys	
eveechordailys	mee-chordailys.n	mee-chordailys	self	s.	e vee-chordailys	collapsed
eveechordailys	mee-chordailys.n	meechordailys	univerbated	s.	e vee-chordailys	
vee chordailys	mee-chordailys.n	mee-chordailys	particle	s.	e vee-chordailys	
veechordailys	mee-chordailys.n	mee-chordailys	particle	s.	e vee-chordailys	collapsed
veechordailys	mee-chordailys.n	meechordailys	univerbated	s.	e vee-chordailys	
coardeyder	coardeyder.n	coardeyder	self	s. m.	coardeyder	
coardeyderyn	coardeyder.n	coardeyder	inflected	s. m.	coardeyder	
coasan	coasan.n	coasan	self	s. m.	coasan	
dty choasan	choasan.n	choasan	self	s.	dty choasan	
dtychoasan	choasan.n	choasan	self	s.	dty choasan	collapsed
dtychoasan	choasan.n	choasan	univerbated	s.	dty choasan	
choasan	choasan.n	choasan	particle	s.	dty choasan	
choasan	coasan.n	coasan	demutated	s. m.	dty choasan	
coau	coau.n	coau	self	s. f.	coau	
coauyn	coau.n	coau	inflected	s. f.	coau	
yn choau	choau.n	choau	self	s.	yn choau	
ynchoau	choau.n	choau	self	s.	yn choau	collapsed
ynchoau	choau.n	choau	univerbated	s.	yn choau	
choau	choau.n	choau	particle	s.	yn choau	
choau	coau.n	coau	demutated	s. f.	yn choau	
nyn goau	coau.n	coau	self	s.	nyn goau	
nyngoau	coau.n	coau	self	s.	nyn goau	collapsed
nyngoau	coau.n	coau	univerbated	s.	nyn goau	
goau	coau.n	coau	particle	s.	nyn goau	
my choau	my-choau.x	my-choau	self	adv.	my-choau	
mychoau	my-choau.x	my-choau	self	adv.	my-choau	collapsed
mychoau	my-choau.x	mychoau	univerbated	adv.	my-choau	
coauagh	coauagh.a	coauagh	self	a.	coauagh	
feer choauagh	feer-choauagh.a	feer choauagh	self	a.	feer choauagh	demutation-unvalidated
feerchoauagh	feer-choauagh.a	feer choauagh	self	a.	feer choauagh	collapsed
feerchoauagh	feer-choauagh.a	feerchoauagh	univerbated	a.	feer choauagh	
coayl	coayl.n	coayl	self	s. m.	coayl	
yn choayl	choayl.n	choayl	self	s.	yn choayl	
ynchoayl	choayl.n	choayl	self	s.	yn choayl	collapsed
ynchoayl	choayl.n	choayl	univerbated	s.	yn choayl	
choayl	choayl.n	choayl	particle	s.	yn choayl	
choayl	coayl.n	coayl	demutated	s. m.	yn choayl	
nyn goayl	coayl.n	coayl	self	s.	nyn goayl	
nyngoayl	coayl.n	coayl	self	s.	nyn goayl	collapsed
nyngoayl	coayl.n	coayl	univerbated	s.	nyn goayl	
goayl	coayl.n	coayl	particle	s.	nyn goayl	
cailjey	cailjey.a	cailjey	self	a. d.	cailjey	
chailjey	chailjey.a	chailjey	self	a. d.	chailjey	
chailjey	cailjey.a	cailjey	demutated	a. d.	chailjey	
coayl	coayl.v	coayl	self	v.	coayl	
caill	caill.v	caill	self	v.	caill	
caillagh	caill.v	caill	inflected	v.	caill	
caillee	caill.v	caill	inflected	v.	caill	
caillin	caill.v	caill	inflected	v.	caill	
caillins	caill.v	caill	inflected	v.	caill	
caillym	caill.v	caill	inflected	v.	caill	
caillyms	caill.v	caill	inflected	v.	caill	
caillys	caill.v	caill	inflected	v.	caill	
cha gaill	caill.v	caill	self	v.	cha gaill	
chagaill	caill.v	caill	self	v.	cha gaill	collapsed
chagaill	caill.v	caill	univerbated	v.	cha gaill	
gaill	caill.v	caill	particle	v.	cha gaill	
cha gaillagh	caill.v	caill	inflected	v.	cha gaill	
chagaillagh	caill.v	caill	inflected	v.	cha gaill	collapsed
chagaillagh	caill.v	caill	univerbated	v.	cha gaill	
gaillagh	caill.v	caill	inflected	v.	cha gaill	
cha gaillin	caill.v	caill	inflected	v.	cha gaill	
chagaillin	caill.v	caill	inflected	v.	cha gaill	collapsed
chagaillin	caill.v	caill	univerbated	v.	cha gaill	
gaillin	caill.v	caill	inflected	v.	cha gaill	
cha gaillins	caill.v	caill	inflected	v.	cha gaill	
chagaillins	caill.v	caill	inflected	v.	cha gaill	collapsed
chagaillins	caill.v	caill	univerbated	v.	cha gaill	
gaillins	caill.v	caill	inflected	v.	cha gaill	
cha gaillym	caill.v	caill	inflected	v.	cha gaill	
chagaillym	caill.v	caill	inflected	v.	cha gaill	collapsed
chagaillym	caill.v	caill	univerbated	v.	cha gaill	
gaillym	caill.v	caill	inflected	v.	cha gaill	
cha gaillyms	caill.v	caill	inflected	v.	cha gaill	
chagaillyms	caill.v	caill	inflected	v.	cha gaill	collapsed
chagaillyms	caill.v	caill	univerbated	v.	cha gaill	
gaillyms	caill.v	caill	inflected	v.	cha gaill	
cha gaillys	caill.v	caill	inflected	v.	cha gaill	
chagaillys	caill.v	caill	inflected	v.	cha gaill	collapsed
chagaillys	caill.v	caill	univerbated	v.	cha gaill	
gaillys	caill.v	caill	inflected	v.	cha gaill	
chaill	chaill.v	chaill	self	v.	chaill	
chaill	caill.v	caill	demutated	v.	chaill	
chaillagh	chaill.v	chaill	inflected	v.	chaill	
chaillin	chaill.v	chaill	inflected	v.	chaill	
chaillins	chaill.v	chaill	inflected	v.	chaill	
chaillit	chaill.v	chaill	inflected	v.	chaill	
chaillym	chaill.v	chaill	inflected	v.	chaill	
chaillyms	chaill.v	chaill	inflected	v.	chaill	
chaillys	chaill.v	chaill	inflected	v.	chaill	
caillit	caillit.x	caillit	self		caillit	
caillt	caillit.x	caillit	variant		caillt	
s'caillit	s'caillit.a	s'caillit	self	a.	s'caillit	demutation-unvalidated
caillit	s'caillit.a	s'caillit	mutation	a.	s'caillit	demutation-unvalidated
cailleyder	cailleyder.n	cailleyder	self	s. m.	cailleyder	
cailleyderyn	cailleyder.n	cailleyder	inflected	s. m.	cailleyder	
coayr	coayr.a	coayr	self	a.	coayr	
coair	coair.x	coair	self		coair	
s'coir	s'coir.a	s'coir	self	a.	s'coir	demutation-unvalidated
coir	s'coir.a	s'coir	mutation	a.	s'coir	demutation-unvalidated
s'coyr	s'coir.a	s'coir	variant	a.	s'coyr	demutation-unvalidated
coyr	s'coir.a	s'coir	mutation	a.	s'coyr	demutation-unvalidated
nane choir	nane-choir.a	nane choir	self	a.	nane choir	demutation-unvalidated
nanechoir	nane-choir.a	nane choir	self	a.	nane choir	collapsed
nanechoir	nane-choir.a	nanechoir	univerbated	a.	nane choir	
corrillagh	corrillagh.n	corrillagh	self	s. m.	corrillagh	
corrillaghyn	corrillagh.n	corrillagh	inflected	s. m.	corrillagh	
yn choirrillagh	choirrillagh.n	choirrillagh	self	s.	yn choirrillagh	
ynchoirrillagh	choirrillagh.n	choirrillagh	self	s.	yn choirrillagh	collapsed
ynchoirrillagh	choirrillagh.n	choirrillagh	univerbated	s.	yn choirrillagh	
choirrillagh	choirrillagh.n	choirrillagh	particle	s.	yn choirrillagh	
choirrillagh	coirrillagh.a	coirrillagh	demutated	a.	yn choirrillagh	
nyn gorrillagh	corrillagh.n	corrillagh	self	s.	nyn gorrillagh	
nyngorrillagh	corrillagh.n	corrillagh	self	s.	nyn gorrillagh	collapsed
nyngorrillagh	corrillagh.n	corrillagh	univerbated	s.	nyn gorrillagh	
gorrillagh	corrillagh.n	corrillagh	particle	s.	nyn gorrillagh	
coirrillagh	coirrillagh.a	coirrillagh	self	a.	coirrillagh	
corlheim	corlheim.v	corlheim	self	v.	corlheim	
corlheimagh	corlheim.v	corlheim	inflected	v.	corlheim	
corlheimin	corlheim.v	corlheim	inflected	v.	corlheim	
corlheimins	corlheim.v	corlheim	inflected	v.	corlheim	
corlheimym	corlheim.v	corlheim	inflected	v.	corlheim	
corlheimyms	corlheim.v	corlheim	inflected	v.	corlheim	
corlheimys	corlheim.v	corlheim	inflected	v.	corlheim	
dy chorlheim	chorlheim.v	chorlheim	self	v.	dy chorlheim	
dychorlheim	chorlheim.v	chorlheim	self	v.	dy chorlheim	collapsed
dychorlheim	chorlheim.v	chorlheim	univerbated	v.	dy chorlheim	
chorlheim	chorlheim.v	chorlheim	particle	v.	dy chorlheim	
chorlheim	corlheim.v	corlheim	demutated	v.	dy chorlheim	
corlheimeraght	corlheimeraght.v	corlheimeraght	self	v.	corlheimeraght	
e chorlheimyragh	chorlheimyragh.v	chorlheimyragh	self	v.	e chorlheimyragh	
echorlheimyragh	chorlheimyragh.v	chorlheimyragh	self	v.	e chorlheimyragh	collapsed
echorlheimyragh	chorlheimyragh.v	chorlheimyragh	univerbated	v.	e chorlheimyragh	
chorlheimyragh	chorlheimyragh.v	chorlheimyragh	particle	v.	e chorlheimyragh	
coayr	coayr.n	coayr	self	s.	coayr	
yn choayr	choayr.n	choayr	self	s.	yn choayr	
ynchoayr	choayr.n	choayr	self	s.	yn choayr	collapsed
ynchoayr	choayr.n	choayr	univerbated	s.	yn choayr	
choayr	choayr.n	choayr	particle	s.	yn choayr	
choayr	coayr.a	coayr	demutated	a.	yn choayr	
coar chrattagh	coar-chrattagh.n	coar-chrattagh	self	s. f.	coar-chrattagh	
coarchrattagh	coar-chrattagh.n	coar-chrattagh	self	s. f.	coar-chrattagh	collapsed
coarchrattagh	coar-chrattagh.n	coarchrattagh	univerbated	s. f.	coar-chrattagh	
coar chrattee	coar-chrattagh.n	coar-chrattagh	inflected	s. f.	coar-chrattagh	
coarchrattee	coar-chrattagh.n	coar-chrattagh	inflected	s. f.	coar-chrattagh	collapsed
coarchrattee	coar-chrattagh.n	coarchrattagh	univerbated	s. f.	coar-chrattagh	
cobbyr	cobbyr.n	cobbyr	self	s. f.	cobbyr	
coe	coe.v	coe	self	v.	coe	
coeagh	coe.v	coe	inflected	v.	coe	
coeee	coe.v	coe	inflected	v.	coe	
coein	coe.v	coe	inflected	v.	coe	
coeins	coe.v	coe	inflected	v.	coe	
coeym	coe.v	coe	inflected	v.	coe	
coeyms	coe.v	coe	inflected	v.	coe	
coeys	coe.v	coe	inflected	v.	coe	
e choe	choe.v	choe	self	v.	e choe	
echoe	choe.v	choe	self	v.	e choe	collapsed
echoe	choe.v	choe	univerbated	v.	e choe	
choe	choe.v	choe	particle	v.	e choe	
nyn goe	goe.n	goe	self	s.	nyn goe	demutation-unvalidated
nyngoe	goe.n	goe	self	s.	nyn goe	collapsed
nyngoe	goe.n	goe	univerbated	s.	nyn goe	
goe	goe.n	goe	particle	s.	nyn goe	demutation-unvalidated
coeyder	coeyder.n	coeyder	self	s. m.	coeyder	
coeyderyn	coeyder.n	coeyder	inflected	s. m.	coeyder	
coggyl	coggyl.n	coggyl	self	s. f.	coggyl	
yn choggyl	choggyl.n	choggyl	self	s.	yn choggyl	
ynchoggyl	choggyl.n	choggyl	self	s.	yn choggyl	collapsed
ynchoggyl	choggyl.n	choggyl	univerbated	s.	yn choggyl	
choggyl	choggyl.n	choggyl	particle	s.	yn choggyl	
choggyl	coggyl.n	coggyl	demutated	s. f.	yn choggyl	
nyn goggyl	coggyl.n	coggyl	self	s.	nyn goggyl	
nyngoggyl	coggyl.n	coggyl	self	s.	nyn goggyl	collapsed
nyngoggyl	coggyl.n	coggyl	univerbated	s.	nyn goggyl	
goggyl	coggyl.n	coggyl	particle	s.	nyn goggyl	
coghal	coghal.n	coghal	self	s. m.	coghal	
coghalyn	coghal.n	coghal	inflected	s. m.	coghal	
yn choghal	choghal.n	choghal	self	s.	yn choghal	
ynchoghal	choghal.n	choghal	self	s.	yn choghal	collapsed
ynchoghal	choghal.n	choghal	univerbated	s.	yn choghal	
choghal	choghal.n	choghal	particle	s.	yn choghal	
choghal	coghal.n	coghal	demutated	s. m.	yn choghal	
nyn goghal	coghal.n	coghal	self	s.	nyn goghal	
nyngoghal	coghal.n	coghal	self	s.	nyn goghal	collapsed
nyngoghal	coghal.n	coghal	univerbated	s.	nyn goghal	
goghal	coghal.n	coghal	particle	s.	nyn goghal	
nyn goghalyn	coghal.n	coghal	inflected	s.	nyn goghal	
nyngoghalyn	coghal.n	coghal	inflected	s.	nyn goghal	collapsed
nyngoghalyn	coghal.n	coghal	univerbated	s.	nyn goghal	
goghalyn	coghal.n	coghal	inflected	s.	nyn goghal	
coghalagh	coghalagh.a	coghalagh	self	a.	coghalagh	
choghalagh	choghalagh.a	choghalagh	self	a.	choghalagh	
choghalagh	coghalagh.a	coghalagh	demutated	a.	choghalagh	
coidyr	coidyr.n	coidyr	self	s. f.	coidyr	
nyn gohdyr	gohdyr.n	gohdyr	self	s.	nyn gohdyr	demutation-unvalidated
nyngohdyr	gohdyr.n	gohdyr	self	s.	nyn gohdyr	collapsed
nyngohdyr	gohdyr.n	gohdyr	univerbated	s.	nyn gohdyr	
gohdyr	gohdyr.n	gohdyr	particle	s.	nyn gohdyr	demutation-unvalidated
coigee	coigee.n	coigee	self	s. f.	coigee	
coigeeyn	coigee.n	coigee	inflected	s. f.	coigee	
yn choigee	choigee.n	choigee	self	s.	yn choigee	
ynchoigee	choigee.n	choigee	self	s.	yn choigee	collapsed
ynchoigee	choigee.n	choigee	univerbated	s.	yn choigee	
choigee	choigee.n	choigee	particle	s.	yn choigee	
choigee	coigee.n	coigee	demutated	s. f.	yn choigee	
coillar	coillar.n	coillar	self	s. m.	coillar	
coillaryn	coillar.n	coillar	inflected	s. m.	coillar	
yn choillar	choillar.n	choillar	self	s.	yn choillar	
ynchoillar	choillar.n	choillar	self	s.	yn choillar	collapsed
ynchoillar	choillar.n	choillar	univerbated	s.	yn choillar	
choillar	choillar.n	choillar	particle	s.	yn choillar	
choillar	coillar.n	coillar	demutated	s. m.	yn choillar	
